Alloy,Composition,Average_r,e/a,delta_r,delta_X,Smix,Hmix,Average_T,sws,B,C11,C12,C,C44,BV,GV,EV,vV,BR,GR,ER,vR,BH,GH,EH,vH,AVR,B/G,AZ,CP
TiCrZrMoHf,2020202020,1.4440000000000002,4.8,0.08896668616482947,0.1946333634672716,13.38086680397711,-6.784000000000002,2330.2,3.0391237696399998,138.247506421,209.31,102.72,53.3,56.31,138.25,55.1,145.92,0.3240927955730552,138.25,55.06,145.82,0.32420552989506396,138.25,55.08,145.87,0.3241491627340596,0.0003631082062454534,2.5099854756717503,1.0564727954971858,46.41
TiCrZrMoTa,2020202020,1.418,5.0,0.08094975939228066,0.17191419689180013,13.38086680397711,-5.856000000000001,2487.0,3.0070432735500003,148.777665633,238.01,104.16,66.92,57.23,148.78,61.11,161.24,0.31936151344960095,148.78,60.75,160.41,0.320298171922144,148.78,60.93,160.83,0.31982984268587245,0.0029542097488921668,2.441818480223207,0.8552002390914524,46.93
TiCrZrMoW,2020202020,1.406,5.2,0.08252807797644543,0.2140910710936284,13.38086680397711,-6.896000000000003,2568.0,2.9737652905000003,168.219195241,282.75,110.95,85.9,62.76,168.22,72.01,189.06,0.3126918341512476,168.22,70.34,185.2,0.31650434782608694,168.22,71.18,187.13,0.3145980909886673,0.011731647348085714,2.363304298960382,0.7306169965075668,48.190000000000005
TiCrZrHfTa,2020202020,1.4580000000000002,4.6,0.08382231065817382,0.0916796595711402,13.38086680397711,-4.592000000000001,2409.0,3.0837993975300004,130.825510202,181.26,105.61,37.82,65.28,130.83,54.3,143.1,0.31769959041160273,130.83,50.59,134.44,0.3287329601877764,130.83,52.44,138.79,0.32321627529968955,0.035370388025550516,2.494851258581236,1.7260708619777896,40.33
TiCrZrHfW,2020202020,1.4460000000000002,4.8,0.08797811282870951,0.2349404341060941,13.38086680397711,-7.872000000000001,2490.0,3.04655671519,145.644184984,215.74,110.6,52.57,65.18,145.64,60.14,158.58,0.3185128555908743,145.64,59.47,157.04,0.3202925119361792,145.64,59.8,157.81,0.31940268376352676,0.005601538332915323,2.4354515050167223,1.239870648658931,45.41999999999999
TiCrZrTaW,2020202020,1.4200000000000002,5.0,0.08017041955356458,0.21275912025444266,13.38086680397711,-6.96,2646.8,3.0146650564499997,156.221177794,244.66,112.0,66.33,66.33,156.22,66.33,174.32,0.31402456120675154,156.22,66.33,174.32,0.31402456120675154,156.22,66.33,174.32,0.31402456120675154,0.0,2.355193728328057,1.0,45.67
TiCrNbMoHf,2020202020,1.41,5.0,0.07274258953167702,0.17062918089537885,13.38086680397711,-4.928,2454.6,2.99816616138,158.166029801,250.61,111.94,69.34,56.93,158.17,61.89,164.26,0.32692953020134224,158.17,61.32,162.91,0.3283410783270813,158.17,61.61,163.58,0.3276353042642118,0.0046262478694911145,2.5672780392793375,0.821026824343813,55.01
TiCrNbMoTa,2020202020,1.3840000000000001,5.2,0.05321373595237566,0.14196212573051947,13.38086680397711,-5.088,2611.4,2.9673541865499997,174.832857618,289.31,117.59,85.86,59.83,174.83,70.24,185.84,0.3228439796210045,174.83,68.09,180.79,0.32764352492490467,174.83,69.16,183.32,0.32524375227295454,0.015542543193811839,2.527906304222094,0.6968320521779641,57.760000000000005
TiCrNbMoW,2020202020,1.3719999999999999,5.4,0.05099957925520671,0.17791757363239594,13.38086680397711,-5.5680000000000005,2692.4,2.93738245739,196.063285391,342.4,122.9,109.75,70.87,196.06,86.42,226.06,0.3078416839608657,196.06,82.57,217.22,0.31534849049571384,196.06,84.5,221.65,0.31159508722828977,0.022782413160542095,2.3202366863905324,0.645740318906606,52.03
TiCrNbHfTa,2020202020,1.4240000000000002,4.8,0.06988682755407152,0.08068268271976782,13.38086680397711,-3.248,2533.4,3.04050308619,149.867722882,219.74,114.93,52.41,64.25,149.87,59.51,157.67,0.3246680546825896,149.87,58.92,156.29,0.32620494366114094,149.87,59.22,156.98,0.32543649917186523,0.004981845816093864,2.5307328605200947,1.2259110856706736,50.68000000000001
TiCrNbHfW,2020202020,1.412,5.0,0.07200150157019174,0.2102025777869684,13.38086680397711,-5.968000000000001,2614.4,3.00620218191,165.700363132,256.83,120.13,68.35,66.02,165.7,66.95,177.02,0.32195727329137486,165.7,66.94,176.98,0.3219807105879015,165.7,66.95,177.0,0.3219689919396382,7.468817686164103e-05,2.474981329350261,0.9659107534747623,54.11
TiCrNbTaW,2020202020,1.386,5.2,0.05274362736651392,0.18397640892983305,13.38086680397711,-6.144,2771.2,2.9753859129199998,182.132480943,295.1,125.65,84.73,68.56,182.13,75.03,197.91,0.3188906053876605,182.13,74.23,196.04,0.32059069962295766,182.13,74.63,196.98,0.3197406525053091,0.005359774889454624,2.4404395015409355,0.8091585034816475,57.09
TiCrMoHfTa,2020202020,1.41,5.0,0.07274258953167702,0.17667471853862846,13.38086680397711,-4.976,2562.6,3.00445846186,163.541322986,253.56,118.53,67.52,66.84,163.54,67.11,177.11,0.3195094400516379,163.54,67.11,177.11,0.3195094400516379,163.54,67.11,177.11,0.3195094400516379,0.0,2.436894650573685,0.9899289099526067,51.69
TiCrMoHfW,2020202020,1.398,5.2,0.07370098353299719,0.21898523503550135,13.38086680397711,-5.6160000000000005,2643.6,2.9717716000200003,183.927955843,298.38,126.7,85.84,72.09,183.93,77.59,204.07,0.3150799199211923,183.93,77.02,202.77,0.3162720058523242,183.93,77.31,203.42,0.31567596288675825,0.003686695556561719,2.3791230112533954,0.8398182665424044,54.61
TiCrMoTaW,2020202020,1.3719999999999999,5.4,0.05099957925520671,0.18952877361217169,13.38086680397711,-5.312,2800.4,2.94340195893,202.426022021,344.07,131.6,106.23,78.56,202.43,89.63,234.31,0.30708689663089017,202.43,87.7,229.9,0.31071670095972603,202.43,88.67,232.11,0.3089017987953081,0.010883663226752343,2.2829592872448403,0.7395274404593806,53.03999999999999
TiCrHfTaW,2020202020,1.412,5.0,0.07200150157019174,0.2171110297519316,13.38086680397711,-6.0,2722.4,3.01017929729,171.97880749200002,261.3,127.32,66.99,76.23,171.98,72.54,190.79,0.3150999184339314,171.98,72.25,190.12,0.3157483126200717,171.98,72.39,190.45,0.31542411552700156,0.0020029007528144637,2.3757425058709765,1.1379310344827587,51.08999999999999
TiZrNbMoHf,2020202020,1.48,4.6,0.05936725036888866,0.19517939383551933,13.38086680397711,-1.584,2444.2,3.1122421606599997,139.664470787,201.96,108.52,46.72,59.02,139.66,54.1,143.74,0.32846453031199796,139.66,53.4,142.08,0.33043312587323764,139.66,53.75,142.91,0.3294488280926178,0.0065116279069767705,2.5983255813953487,1.2632705479452055,49.49999999999999
TiZrNbMoTa,2020202020,1.454,4.8,0.054432899415156506,0.17323534456539488,13.38086680397711,-1.6960000000000002,2601.0,3.0811651581099997,145.02802988,222.09,106.49,57.8,57.74,145.02,57.77,152.99,0.3241685773999148,145.02,57.77,152.99,0.3241685773999148,145.02,57.77,152.99,0.3241685773999148,0.0,2.5102994633893023,0.9989619377162631,48.74999999999999
TiZrNbMoW,2020202020,1.442,5.0,0.05971997265356725,0.21849622235322294,13.38086680397711,-5.296,2682.0,3.04651937923,161.257638707,260.67,111.55,74.56,60.25,161.26,65.97,174.16,0.32,161.26,65.26,172.5,0.3217069794550488,161.26,65.61,173.33,0.32085348972752437,0.0054103482435418244,2.457857033988721,0.8080740343347639,51.3
TiZrNbHfTa,2020202020,1.4939999999999998,4.4,0.048006482133978894,0.08133009903215671,13.38086680397711,2.656,2523.0,3.1533945096499996,134.47307540399999,178.15,112.63,32.76,69.15,134.47,54.59,144.26,0.32121179039301306,134.47,47.88,128.39,0.3408562121917171,134.47,51.24,136.39,0.33103400129236504,0.06548258026739534,2.6243169398907105,2.1108058608058613,43.47999999999999
TiZrNbHfW,2020202020,1.4819999999999998,4.6,0.057477839241691926,0.2367126634806379,13.38086680397711,-3.184,2604.0,3.1163515371,147.192067726,208.78,116.4,46.19,67.49,147.19,58.97,156.06,0.32328085667479123,147.19,56.98,151.4,0.3285628322134189,147.19,57.97,153.74,0.3259218444441051,0.01716257007330748,2.5390719337588408,1.4611387746265425,48.91000000000001
TiZrNbTaW,2020202020,1.456,4.8,0.052773001956864164,0.21513730462758976,13.38086680397711,-3.3120000000000007,2760.8,3.08565206282,152.69669121,229.55,114.27,57.64,66.75,152.7,63.11,166.4,0.3183745515243376,152.7,62.78,165.65,0.3192097988020273,152.7,62.95,166.02,0.3187921751631825,0.0026213360870601184,2.4257347100873705,1.1580499653018737,47.519999999999996
TiZrMoHfTa,2020202020,1.48,4.6,0.05936725036888866,0.19874190205800168,13.38086680397711,-1.9040000000000001,2552.2,3.1160457449299996,144.81106036399999,204.74,114.85,44.95,68.1,144.81,58.84,155.46,0.32107162405984546,144.81,56.46,149.91,0.32747662409093686,144.81,57.65,152.69,0.32427412407539113,0.020641803989592387,2.5118820468343452,1.515016685205784,46.75
TiZrMoHfW,2020202020,1.4680000000000002,4.8,0.0663810774663751,0.2524416921305336,13.38086680397711,-5.664,2633.2,3.0811904560000003,157.52989360799998,236.9,117.84,59.53,68.45,157.53,64.88,171.15,0.3189294286192718,157.53,64.58,170.44,0.31966602751456713,157.53,64.73,170.8,0.3192977280669195,0.002317318090529872,2.433647458674494,1.149840416596674,49.39
TiZrMoTaW,2020202020,1.442,5.0,0.05971997265356725,0.2276666503118261,13.38086680397711,-5.312,2790.0,3.0508290148799997,166.665523351,264.05,117.98,73.04,69.61,166.67,70.98,186.47,0.3135343876425156,166.67,70.94,186.38,0.3136264121201507,166.67,70.96,186.43,0.3135803998813331,0.0002818489289741139,2.3487880496054117,0.9530394304490689,48.370000000000005
TiZrHfTaW,2020202020,1.4819999999999998,4.6,0.057477839241691926,0.24178652253074165,13.38086680397711,-3.488,2712.0,3.11978341918,151.956236737,210.88,122.5,44.19,76.34,151.96,63.48,167.17,0.3166589648798521,151.96,59.13,157.03,0.32778004310595915,151.96,61.31,162.12,0.32221950399290566,0.03547834597504277,2.4785516229000164,1.7275401674587012,46.16
TiNbMoHfTa,2020202020,1.4460000000000002,4.8,0.044732950563751664,0.1778806286847198,13.38086680397711,-1.2480000000000002,2676.6,3.0753537273,161.891806725,241.13,122.27,59.43,67.79,161.89,64.45,170.69,0.3242656147749582,161.89,64.18,170.07,0.32491588615076833,161.89,64.31,170.38,0.32459075046286323,0.0020990437689496697,2.517337894573161,1.1406696954400135,54.47999999999999
TiNbMoHfW,2020202020,1.4340000000000002,5.0,0.05001512155381062,0.22328123995836927,13.38086680397711,-4.448,2757.6,3.04272766403,177.177145625,277.88,126.82,75.53,70.13,177.18,72.29,190.9,0.3204213106337876,177.18,72.19,190.68,0.3206400212015305,177.18,72.24,190.79,0.32053066591765905,0.0006921373200443557,2.45265780730897,0.9285052297100489,56.69
TiNbMoTaW,2020202020,1.4080000000000001,5.2,0.025568181818181747,0.1946295606818039,13.38086680397711,-5.184000000000001,2914.4,3.01275075736,192.130982163,314.5,130.95,91.78,72.6,192.13,80.27,211.38,0.3166402704595986,192.13,79.22,208.95,0.318748951358277,192.13,79.75,210.16,0.3176946109089378,0.006583484857984809,2.409153605015674,0.7910220091523207,58.349999999999994
TiNbHfTaW,2020202020,1.4480000000000002,4.8,0.042884460486906126,0.21939623402583205,13.38086680397711,-2.7840000000000003,2836.4,3.07993906482,169.13542874200002,247.57,129.92,58.83,76.62,169.14,69.5,183.39,0.31929903626152667,169.14,68.35,180.71,0.3219341056324574,169.14,68.93,182.05,0.32061657094699203,0.008342401160681943,2.4537937037574347,1.3023967363590006,53.29999999999998
TiMoHfTaW,2020202020,1.4340000000000002,5.0,0.05001512155381064,0.2322534738942119,13.38086680397711,-4.4319999999999995,2865.6,3.04669355334,182.42822821299998,280.82,133.23,73.79,79.45,182.43,77.19,202.94,0.31458973866256723,182.43,77.09,202.71,0.31480028187962455,182.43,77.14,202.83,0.3146950102710959,0.0006481721545242048,2.364920922997148,1.0767041604553462,53.77999999999999
VCrZrNbMo,2020202020,1.392,5.2,0.0856543595447637,0.1605710470733435,13.38086680397711,-5.36,2427.4,2.9615784061199997,156.284350085,266.93,100.96,82.98,43.46,156.28,59.27,157.86,0.33165439018386317,156.28,53.69,144.52,0.34587487799743555,156.28,56.48,151.22,0.3387646340906494,0.049398016997167185,2.7669971671388103,0.5237406604000964,57.49999999999999
VCrZrNbHf,2020202020,1.432,4.8,0.0938356258784404,0.1035698536096848,13.38086680397711,-4.768000000000002,2349.4,3.03798761166,133.88768615,201.28,100.19,50.55,50.0,133.89,50.22,133.91,0.33330013941445924,133.89,50.21,133.9,0.33332964503850576,133.89,50.21,133.9,0.3333148922264825,9.957184108332182e-05,2.666600278828918,0.9891196834817013,50.19
VCrZrNbTa,2020202020,1.406,5.0,0.08446675868736,0.07756893741751222,13.38086680397711,-4.32,2506.2,3.00503724927,144.44628949,229.12,102.11,63.5,48.16,144.45,54.3,144.75,0.33297446939403263,144.45,53.31,142.41,0.3356861052891135,144.45,53.8,143.58,0.3343302873415731,0.00919988848620012,2.6849442379182156,0.7584251968503937,53.95
VCrZrNbW,2020202020,1.3940000000000001,5.2,0.08519387569184234,0.1997942334551514,13.38086680397711,-6.272,2587.2,2.9712736920999996,163.663303494,271.89,109.55,81.17,51.5,163.66,63.37,168.38,0.3285289077297736,163.66,60.32,161.16,0.3358788318519862,163.66,61.84,164.78,0.3322038697908799,0.024658420244158763,2.6465071151358344,0.6344708636195638,58.05
VCrZrMoHf,2020202020,1.4180000000000001,5.0,0.09694127095875643,0.1916759188752692,13.38086680397711,-6.272,2378.6,2.9991828493,147.769252787,234.82,104.25,65.29,51.72,147.77,57.15,151.86,0.3287075890181034,147.77,56.41,150.12,0.3306751780997359,147.77,56.78,150.99,0.32969138355891964,0.006516379006692515,2.6025008805917578,0.7921580640220554,52.53
VCrZrMoTa,2020202020,1.392,5.2,0.0856543595447637,0.16763528656570906,13.38086680397711,-5.343999999999999,2535.4,2.96912572487,161.595815895,268.74,108.02,80.36,52.79,161.6,63.81,169.17,0.32553179854541475,161.6,61.18,162.98,0.3319169200337009,161.6,62.5,166.08,0.3287243592895578,0.021041683334666793,2.5856,0.6569188651070184,55.23
VCrZrMoW,2020202020,1.38,5.4,0.08537203753636607,0.20595099509639192,13.38086680397711,-5.216,2616.4,2.93856058202,182.32004487900002,323.12,111.92,105.6,64.46,182.32,80.92,211.46,0.3066828056316494,182.32,76.36,201.02,0.31624205865366106,182.32,78.64,206.26,0.31146243214265523,0.028992878942014258,2.318413021363174,0.6104166666666666,47.46000000000001
VCrZrHfTa,2020202020,1.432,4.8,0.0938356258784404,0.10000326932123524,13.38086680397711,-5.04,2457.4,3.0444812419800003,139.007282045,203.82,106.6,48.61,60.46,139.01,55.72,147.46,0.32320465362242196,139.01,55.09,145.98,0.32497034652207063,139.01,55.4,146.72,0.3240875000722463,0.0056854074542008436,2.509205776173285,1.243777000617157,46.13999999999999
VCrZrHfW,2020202020,1.4200000000000002,5.0,0.09624985669447823,0.2306288996945405,13.38086680397711,-7.152000000000001,2538.4,3.00870598924,153.907498493,239.74,110.99,64.37,60.8,153.91,62.23,164.51,0.3218470875639362,153.91,62.18,164.4,0.3219732396785708,153.91,62.2,164.46,0.32191016362125346,0.0004018969536210687,2.47443729903537,0.9445393816995493,50.19
VCrZrTaW,2020202020,1.3940000000000001,5.2,0.08519387569184234,0.2074466416058923,13.38086680397711,-6.24,2695.2,2.97786807347,168.834991787,274.4,116.05,79.18,61.39,168.83,68.5,181.02,0.32130124002156557,168.83,67.45,178.57,0.32371850716102735,168.83,67.97,179.8,0.32250987359129646,0.007723427730783356,2.483889951449169,0.7753220510229856,54.66
VCrNbMoHf,2020202020,1.3840000000000001,5.2,0.07627539433755287,0.1658585353510329,13.38086680397711,-4.336,2503.0,2.96116785634,174.06946543400002,284.34,118.94,82.7,53.32,174.07,65.07,173.59,0.33380159378831226,174.07,62.15,166.63,0.34046649325758094,174.07,63.61,170.12,0.3371340435229466,0.022952365980191753,2.7365194151862915,0.6447400241837968,65.62
VCrNbMoTa,2020202020,1.358,5.4,0.0504619784948801,0.1352888303244094,13.38086680397711,-4.496,2659.8,2.93163267105,189.463939421,328.92,119.74,104.59,59.25,189.46,77.38,204.33,0.3202583002973241,189.46,71.68,190.95,0.33201574852357585,189.46,74.53,197.67,0.32613702441045,0.03823963504629001,2.5420635985509192,0.5664977531312745,60.489999999999995
VCrNbMoW,2020202020,1.3459999999999999,5.6,0.04422845784884756,0.16770458273818376,13.38086680397711,-3.808,2740.8,2.9059879127399997,216.17241261799998,401.23,123.64,138.79,81.05,216.17,104.15,269.21,0.2924361597534079,216.17,97.23,253.66,0.30442915761525463,216.17,100.69,261.47,0.2984326586843313,0.034362896017479404,2.1468864832654684,0.5839757907630233,42.59
VCrNbHfTa,2020202020,1.398,5.0,0.0758900555643768,0.08491457850358651,13.38086680397711,-3.616000000000001,2581.8,3.00193824465,158.837772247,244.88,115.82,64.53,59.41,158.84,61.46,163.31,0.32863675229562433,158.84,61.36,163.07,0.3288837658957388,158.84,61.41,163.19,0.3287602590956816,0.0008141996417521692,2.5865494219182548,0.9206570587323725,56.41
VCrNbHfW,2020202020,1.386,5.2,0.07589145046063317,0.20452793135248665,13.38086680397711,-5.168000000000001,2662.8,2.96990614959,180.312287434,288.76,126.09,81.34,61.96,180.31,69.71,185.26,0.3287616271452902,180.31,68.49,182.37,0.331421679629812,180.31,69.1,183.82,0.3300916533875511,0.008827785817655564,2.6094066570188135,0.7617408409146791,64.13
VCrNbTaW,2020202020,1.36,5.4,0.05051636481564019,0.17697688076845125,13.38086680397711,-5.343999999999999,2819.6,2.9408594118700004,196.659547788,330.15,129.87,100.14,65.12,196.63,79.13,209.3,0.322583779259215,196.63,75.71,201.29,0.32937950721153847,196.63,77.42,205.31,0.3259816432353767,0.022087315939033857,2.5397830018083183,0.6502895945676054,64.75
VCrMoHfTa,2020202020,1.3840000000000001,5.2,0.07627539433755287,0.17261559388041606,13.38086680397711,-4.288000000000001,2611.0,2.9682775645099997,174.07652455,281.28,120.47,80.4,63.09,174.08,70.02,185.22,0.32266234424070506,174.08,69.04,182.93,0.3248545528345285,174.08,69.53,184.07,0.3237584485376168,0.007047317704587874,2.5036674816625917,0.7847014925373135,57.379999999999995
VCrMoHfW,2020202020,1.3719999999999999,5.4,0.07509764940169833,0.21104307387425256,13.38086680397711,-3.76,2692.0,2.9382185101,197.691610504,335.12,128.98,103.07,72.3,197.69,84.61,222.14,0.31272134340691776,197.69,82.11,216.37,0.3175819781391629,197.69,83.36,219.26,0.31515166077304035,0.014995201535508637,2.371521113243762,0.7014650237702532,56.67999999999999
VCrMoTaW,2020202020,1.3459999999999999,5.6,0.04422845784884756,0.1801311674135469,13.38086680397711,-3.4560000000000004,2848.8,2.9110081522000004,221.12637620099997,401.12,131.02,135.05,86.55,221.05,105.95,274.07,0.2933623716031726,221.05,101.07,263.11,0.30162126089346003,221.05,103.51,268.61,0.29749181624831633,0.023572601680997052,2.1355424596657326,0.6408737504627915,44.47000000000001
VCrHfTaW,2020202020,1.386,5.2,0.07589145046063317,0.211963201677994,13.38086680397711,-5.104,2770.8,2.9758033381200004,184.726397556,290.69,131.74,79.48,72.16,184.73,75.08,198.38,0.3210307181337105,184.73,74.92,197.99,0.3213666926292699,184.73,75.0,198.18,0.3211987053814902,0.001066666666666644,2.4630666666666667,0.9079013588324106,59.58000000000001
VZrNbMoHf,2020202020,1.454,4.8,0.07528986070648701,0.19262624107534315,13.38086680397711,-2.4320000000000004,2492.6,3.0758612582300002,145.573925063,221.41,107.65,56.88,53.38,145.57,54.78,146.02,0.332814502838308,145.57,54.73,145.9,0.3329501058114927,145.57,54.75,145.96,0.33288230432490035,0.0004565793078258083,2.6588127853881276,0.9384669479606188,54.27
VZrNbMoTa,2020202020,1.4280000000000002,5.0,0.06708084041920473,0.16938396183755172,13.38086680397711,-2.544,2649.4,3.04439770261,154.65966937,247.53,108.23,69.65,52.05,154.66,59.09,157.24,0.33054849255357793,154.66,57.9,154.44,0.33358243274315935,154.66,58.5,155.84,0.33206546264836867,0.01017180955637238,2.6437606837606835,0.747307968413496,56.18000000000001
VZrNbMoW,2020202020,1.416,5.2,0.06956842009053528,0.21065492468201774,13.38086680397711,-4.976,2730.4,3.0119197421599995,172.942743823,289.7,114.56,87.57,55.97,172.94,68.61,181.78,0.32480465757622184,172.94,65.41,174.26,0.33206100337195965,172.94,67.01,178.03,0.3284328304740908,0.023877033278615158,2.580808834502313,0.639145826196186,58.59
VZrNbHfTa,2020202020,1.4680000000000002,4.6,0.06858154195451349,0.09209110436320944,13.38086680397711,0.848,2571.4,3.1167172124,140.66297666399998,196.91,112.54,42.18,63.44,140.66,54.94,145.82,0.3272037238949929,140.66,52.8,140.78,0.33318589662580567,140.66,53.87,143.3,0.3301948102603993,0.019862632262855028,2.611100798217932,1.5040303461356093,49.10000000000001
VZrNbHfW,2020202020,1.456,4.8,0.07404852731837115,0.2326942477022775,13.38086680397711,-3.824,2652.4,3.08133033517,153.101490746,228.48,115.41,56.53,62.41,153.1,60.06,159.33,0.3265365064695009,153.1,59.92,159.0,0.32689418743499865,153.1,59.99,159.17,0.3267153469522498,0.0011668611435239253,2.552092015335889,1.1040155669555987,53.0
VZrNbTaW,2020202020,1.43,5.0,0.06604598015730123,0.21013659895433684,13.38086680397711,-3.952,2809.2,3.0504258147,162.248398712,255.13,115.81,69.66,61.61,162.25,64.83,171.64,0.3236973784401175,162.25,64.6,171.09,0.32424956923914033,162.25,64.72,171.36,0.32397347383962893,0.0017770223286718997,2.5069530284301607,0.8844387022681597,54.2
VZrMoHfTa,2020202020,1.454,4.8,0.07528986070648701,0.19684825315953927,13.38086680397711,-2.656,2600.6,3.0805732033399997,150.86589526,224.69,113.95,55.37,63.35,150.87,60.16,159.31,0.3240146654445463,150.87,59.9,158.69,0.3246863475834618,150.87,60.03,159.0,0.3243505065140041,0.0021655838747292855,2.5132433783108445,1.1441213653603035,50.6
VZrMoHfW,2020202020,1.442,5.0,0.0794815466401909,0.24604003064683164,13.38086680397711,-5.247999999999998,2681.6,3.04707907458,165.35075131899998,259.76,118.15,70.8,64.42,165.35,66.97,177.02,0.32157827430641894,165.35,66.83,176.68,0.3219069783968163,165.35,66.9,176.85,0.32174262635161766,0.0010463378176382703,2.4715994020926755,0.9098870056497176,53.730000000000004
VZrMoTaW,2020202020,1.416,5.2,0.06956842009053528,0.22032681641645926,13.38086680397711,-4.896,2838.4,3.01674884583,178.46227885,292.73,121.33,85.7,65.17,178.46,73.38,193.61,0.31918982850384386,178.46,72.08,190.58,0.32201297204754226,178.46,72.73,192.1,0.32060140027569306,0.00893716485631787,2.453732985013062,0.7604434072345391,56.16
VZrHfTaW,2020202020,1.456,4.8,0.07404852731837115,0.2382487755899409,13.38086680397711,-4.032000000000001,2760.4,3.0854838812,158.167636416,231.31,121.59,54.86,72.18,158.17,65.25,172.1,0.31866940862605597,158.17,64.09,169.39,0.32150946899368726,158.17,64.67,170.74,0.3200894388098716,0.008968609865470826,2.445801762795732,1.3157127232956618,49.41
VNbMoHfTa,2020202020,1.42,5.0,0.05755723025831703,0.17423991173971398,13.38086680397711,-1.92,2725.0,3.0411372681700004,169.99209684,264.38,122.8,70.79,63.2,169.99,66.24,175.87,0.3275628677044828,169.99,66.03,175.39,0.328046875,169.99,66.13,175.63,0.3278048713522414,0.0015876616012700823,2.5705428701043402,0.8927814663088006,59.599999999999994
VNbMoHfW,2020202020,1.4080000000000001,5.2,0.0594897488391248,0.21562538638940051,13.38086680397711,-3.952,2806.0,3.0098548726999996,187.038885051,304.19,128.46,87.86,66.18,187.04,74.85,198.12,0.3234586537100807,187.04,73.42,194.78,0.3264412015002994,187.04,74.14,196.45,0.32494992760519004,0.009644567343360038,2.522794712705692,0.7532437969496928,62.28
VNbMoTaW,2020202020,1.382,5.4,0.030835420770857474,0.18561881973046274,13.38086680397711,-4.6880000000000015,2962.8,2.98061414106,205.381394064,348.0,134.07,106.97,68.73,205.38,84.03,221.83,0.31997943356613395,205.38,80.2,212.89,0.3272395668782491,205.38,82.11,217.37,0.32360950022219154,0.023320952322961688,2.5012787723785164,0.6425165934374124,65.33999999999999
VNbHfTaW,2020202020,1.4220000000000002,5.0,0.056504386572716336,0.21455436325172436,13.38086680397711,-3.248,2884.8,3.0466807899400004,177.53334292,271.49,130.55,70.47,72.63,177.53,71.77,189.74,0.32186941558011783,177.53,71.75,189.7,0.3219131614654003,177.53,71.76,189.72,0.32189128852275906,0.00013935340022293774,2.4739409141583053,1.0306513409961686,57.920000000000016
VMoHfTaW,2020202020,1.4080000000000001,5.2,0.0594897488391248,0.22507796817422135,13.38086680397711,-3.84,2914.0,3.0142693919099997,192.14640028,306.91,134.77,86.07,75.64,192.15,79.81,210.32,0.31757992259165574,192.15,79.49,209.58,0.31822270329603325,192.15,79.65,209.95,0.3179013129438445,0.002008788449466462,2.4124293785310735,0.8788195654699664,59.13000000000001
CrZrNbMoHf,2020202020,1.4400000000000002,5.0,0.08925705007255345,0.19236617474831666,13.38086680397711,-5.824000000000002,2492.0,3.0528339133399998,148.87028722899998,236.78,104.92,65.93,52.28,148.87,57.74,153.39,0.3282740160602756,148.87,57.0,151.65,0.3302257699410258,148.87,57.37,152.52,0.3292498930006507,0.0064493637789785774,2.594910231828482,0.7929622326710146,52.64
CrZrNbMoTa,2020202020,1.414,5.2,0.08058511758553957,0.16874190114225315,13.38086680397711,-5.7120000000000015,2648.8,3.02191295352,160.273597258,266.92,106.95,79.98,52.56,160.27,63.53,168.35,0.32493478340742915,160.27,60.91,162.19,0.3313427600974673,160.27,62.22,165.28,0.3281387717524482,0.021054323368691775,2.5758598521375764,0.6571642910727682,54.39
CrZrNbMoW,2020202020,1.402,5.4,0.08187357975624393,0.20845800167673711,13.38086680397711,-6.944000000000001,2729.8,2.9913268967,180.003757382,320.53,109.74,105.39,64.21,180.0,80.69,210.59,0.3049992750004028,180.0,76.11,200.12,0.31470029702488195,180.0,78.4,205.38,0.30984978601264235,0.029209183673469374,2.2959183673469385,0.6092608406869722,45.53
CrZrNbHfTa,2020202020,1.454,4.8,0.08441230257257917,0.09667426846815562,13.38086680397711,-3.5200000000000014,2570.8,3.0936910321900006,142.922421246,210.31,109.23,50.54,60.65,142.92,56.61,150.02,0.3250509920267013,142.92,56.16,148.96,0.32628062360801785,142.92,56.38,149.49,0.32566580781735954,0.003990422984836418,2.534941468605888,1.2000395726157498,48.580000000000005
CrZrNbHfW,2020202020,1.442,5.0,0.08830933359074404,0.2318290748084418,13.38086680397711,-6.991999999999999,2651.8,3.0591586199900003,156.505348277,243.67,112.92,65.37,60.71,156.51,62.57,165.64,0.3236139823341477,156.51,62.49,165.45,0.3238130145483253,156.51,62.53,165.55,0.3237134984412365,0.0006396929473852414,2.5029585798816565,0.928713477130182,52.21
CrZrNbTaW,2020202020,1.416,5.2,0.07984911878589021,0.20896875076829347,13.38086680397711,-6.896000000000001,2808.6,3.02834499322,167.874192142,273.21,115.21,79.0,60.26,167.87,67.76,179.17,0.3221117664560617,167.87,66.58,176.41,0.32484785773163327,167.87,67.17,177.79,0.32347981209384746,0.008783683191901197,2.4991811820753314,0.7627848101265823,54.949999999999996
CrZrMoHfTa,2020202020,1.44,5.0,0.08925705007255351,0.1968061103457403,13.38086680397711,-5.968,2600.0,3.0580932781700003,154.319565655,240.12,111.42,64.35,61.74,154.32,62.78,165.86,0.320881043861985,154.32,62.76,165.8,0.3209312942250628,154.32,62.77,165.83,0.32090616904352387,0.00015931177314005996,2.4584992830970207,0.9594405594405595,49.68
